EmployeeNumber,Emplyee name,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber.1,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1627,Dulce Grizzard,39.0,No,Travel_Rarely,170.0,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3.0,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10.0,8,0,7
1628,Devin Hales,40.0,No,Travel_Rarely,,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3.0,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18.0,15,14,12
1630,Leif Harness,35.0,No,Non-Travel,208.0,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3.0,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14.0,11,2,9
1631,Orval Olinger,37.0,No,Travel_Rarely,671.0,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3.0,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4.0,3,0,2
1633,Angel Ferebee,,No,Travel_Frequently,711.0,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3.0,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9.0,2,3,8
1635,Annette Jolin,45.0,No,Travel_Rarely,1329.0,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4.0,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10.0,7,3,9
1638,Odette Gorden,38.0,No,Travel_Rarely,397.0,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3.0,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5.0,4,0,2
1639,Elvis Stroh,35.0,Yes,Travel_Rarely,737.0,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1.0,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,,12,6,0
1640,Bud Lofgren,37.0,No,Travel_Rarely,1470.0,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8.0,4,7,7
1641,Conrad Saito,40.0,No,Travel_Rarely,448.0,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4.0,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4.0,2,3,3
1642,Dorothy Gard,44.0,No,Travel_Frequently,602.0,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4.0,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10.0,7,0,2
1644,Tiffaney Schoenberg,48.0,No,Travel_Frequently,365.0,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4.0,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2.0,2,2,2
1645,Clint Strayhorn,35.0,Yes,Travel_Rarely,763.0,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4.0,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2.0,2,2,2
1646,Gertrud Glidden,24.0,No,Travel_Frequently,567.0,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4.0,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6.0,3,1,3
1647,Eldridge Bose,27.0,No,Travel_Rarely,,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3.0,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3.0,2,0,2
1648,Lianne Sweeney,27.0,No,Travel_Frequently,591.0,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4.0,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4.0,2,1,2
1649,Tonja Lenahan,40.0,Yes,Travel_Rarely,1329.0,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1.0,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4.0,2,0,3
1650,Nathan Avendano,29.0,No,Travel_Rarely,469.0,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3.0,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5.0,2,1,4
1651,Jamison Crutchfield,36.0,No,Travel_Rarely,711.0,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1.0,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3.0,2,0,2
1653,Dottie Hagaman,25.0,No,Travel_Frequently,772.0,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3.0,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7.0,7,0,7
1654,Myron Elsea,39.0,No,Travel_Rarely,492.0,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2.0,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5.0,4,1,0
1655,Rubin Confer,49.0,No,Travel_Rarely,301.0,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2.0,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4.0,2,1,2
1656,Lavada Maldanado,50.0,No,Travel_Rarely,813.0,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1.0,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14.0,11,1,11
1657,Susan Barra,20.0,No,Travel_Rarely,1141.0,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3.0,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2.0,2,2,2
1658,Richelle Haffner,34.0,No,Travel_Rarely,1130.0,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2.0,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11.0,8,7,9
1659,Maybelle Rush,36.0,No,Travel_Rarely,311.0,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2.0,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4.0,3,1,3
1661,Otha Sylvester,49.0,No,Travel_Rarely,465.0,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3.0,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15.0,11,2,12
1662,Selma Abram,36.0,No,Non-Travel,894.0,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3.0,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3.0,2,1,2
1664,Joaquin Vaz,36.0,No,Travel_Rarely,,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1.0,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5.0,4,0,4
1665,Wilfred Honore,54.0,No,Travel_Rarely,584.0,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10.0,8,4,7
1666,Rolando Womble,43.0,No,Travel_Rarely,1291.0,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3.0,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14.0,10,6,11
1667,Rodney Leonardo,35.0,Yes,Travel_Frequently,880.0,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4.0,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11.0,9,6,7
1668,Beryl Helsel,38.0,No,Travel_Frequently,1189.0,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4.0,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13.0,11,2,9
1669,Rosetta Messerly,29.0,No,Travel_Rarely,991.0,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2.0,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,,0,0,9
1670,Gerry Harvey,33.0,No,Travel_Rarely,392.0,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4.0,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6.0,2,0,4
1671,Jazmin Wheless,32.0,No,Travel_Rarely,977.0,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2.0,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9.0,5,1,6
1673,Ross Imai,31.0,No,Travel_Rarely,1112.0,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4.0,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10.0,0,0,2
1674,Meryl Gow,49.0,No,Travel_Rarely,464.0,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1.0,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2.0,2,2,2
1675,Bill Tarkington,38.0,No,Travel_Frequently,148.0,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2.0,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4.0,3,3,3
1676,Lesley Macpherson,47.0,No,Travel_Rarely,1225.0,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2.0,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3.0,2,1,2
1677,Heath Aikin,49.0,No,Travel_Rarely,809.0,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3.0,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8.0,7,0,0
1678,Mellissa Hembree,41.0,No,Travel_Rarely,1206.0,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3.0,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2.0,0,0,2
1680,Katheryn Holtzclaw,20.0,No,Travel_Rarely,727.0,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1.0,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2.0,2,0,2
1681,Tempie Peralta,33.0,No,Non-Travel,530.0,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4.0,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6.0,5,1,2
1682,Lynwood Durfee,36.0,No,Travel_Rarely,1351.0,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3.0,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3.0,2,0,2
1683,Dong Sturdevant,44.0,No,Travel_Rarely,528.0,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4.0,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2.0,2,2,2
1684,Mandy Lavalley,23.0,Yes,Travel_Rarely,1320.0,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3.0,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5.0,4,1,2
1687,Kris Bice,38.0,No,Travel_Rarely,1495.0,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3.0,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0.0,0,0,0
1689,Windy Dudek,53.0,No,Travel_Rarely,1395.0,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4.0,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4.0,3,1,2
1691,Reinaldo Castellanos,48.0,Yes,Travel_Frequently,708.0,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3.0,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9.0,7,7,7
1692,Astrid Marinelli,32.0,Yes,Travel_Rarely,1259.0,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2.0,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1.0,0,0,0
1693,Kendrick Burchette,26.0,No,Non-Travel,786.0,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4.0,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7.0,7,5,7
1694,Dale Childers,55.0,No,Travel_Rarely,1441.0,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2.0,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4.0,2,1,2
1696,Reed Vella,34.0,No,Travel_Rarely,1157.0,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4.0,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15.0,10,4,13
1697,Margarito Retana,60.0,No,Travel_Rarely,370.0,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4.0,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1.0,0,0,0
1698,Mervin Goering,33.0,No,Travel_Rarely,267.0,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2.0,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14.0,11,2,13
1700,Novella Osman,37.0,No,Travel_Frequently,1278.0,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4.0,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6.0,3,1,3
1701,Windy Pharr,34.0,No,Travel_Rarely,678.0,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4.0,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,,9,8,7
1702,Josette Betancourt,23.0,Yes,Travel_Rarely,427.0,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4.0,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3.0,2,0,2
1703,Aileen Hiltz,44.0,No,Travel_Rarely,921.0,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4.0,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8.0,7,6,7
1704,Tonia Silvis,35.0,No,Travel_Frequently,,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4.0,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5.0,4,1,4
1706,Bonny Poor,43.0,No,Travel_Rarely,1179.0,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4.0,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10.0,9,8,8
1707,Randal Kahle,24.0,No,Travel_Rarely,581.0,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3.0,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,,3,0,4
1708,Sylvester Harmer,41.0,No,Travel_Rarely,918.0,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3.0,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10.0,8,8,7
1709,Britt Shivers,,No,Travel_Rarely,1082.0,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3.0,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5.0,3,1,2
1710,Clarence Hinkson,36.0,No,Travel_Rarely,530.0,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4.0,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13.0,7,6,7
1712,Vaughn Garica,45.0,No,Non-Travel,,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3.0,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23.0,15,14,4
1714,Georgiann Harrell,,Yes,Travel_Rarely,240.0,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3.0,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1.0,0,0,0
1716,Candelaria Zajicek,47.0,Yes,Travel_Frequently,1093.0,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3.0,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23.0,5,14,10
1718,Sharlene Klein,26.0,No,Travel_Rarely,390.0,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3.0,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3.0,2,0,2
1719,Cliff Skipworth,45.0,No,Travel_Rarely,1005.0,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2.0,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21.0,6,8,6
1720,Nannette Ressler,32.0,No,Travel_Frequently,585.0,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3.0,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5.0,2,1,3
1721,Toby Riles,31.0,No,Travel_Rarely,741.0,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3.0,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5.0,2,0,3
1722,Londa Petrey,41.0,No,Non-Travel,552.0,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2.0,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3.0,2,1,2
1724,Darin Keitt,40.0,No,Travel_Rarely,369.0,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1.0,0,0,0
1725,Jeremiah Harriss,24.0,No,Travel_Rarely,506.0,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1.0,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6.0,2,1,2
1727,Lance Pennington,46.0,No,Travel_Rarely,717.0,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2.0,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10.0,7,0,9
1728,Carlos Banh,35.0,No,Travel_Rarely,1370.0,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3.0,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7.0,7,0,7
1729,Elliott Chess,30.0,No,Travel_Rarely,,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4.0,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10.0,0,0,8
1731,Yong Ramsey,47.0,No,Non-Travel,543.0,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2.0,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1.0,0,0,0
1732,Julio Bryce,46.0,No,Travel_Rarely,1277.0,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4.0,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10.0,6,0,3
1733,Lyla Donald,,Yes,Travel_Rarely,1456.0,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1.0,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2.0,2,2,2
1734,Ed Shockley,32.0,Yes,Travel_Rarely,964.0,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2.0,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0.0,0,0,0
1735,Christene Blakemore,23.0,No,Travel_Rarely,160.0,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2.0,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3.0,2,1,2
1736,Joanna Deforest,31.0,No,Travel_Frequently,163.0,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4.0,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,,4,1,4
1737,Tad Laster,39.0,No,Non-Travel,792.0,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4.0,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9.0,8,5,8
1739,Mirtha Herzig,32.0,No,Travel_Rarely,,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4.0,3,0,2
1740,Taylor Thill,40.0,No,Travel_Rarely,611.0,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2.0,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21.0,8,12,8
1744,Alfonzo Knupp,,No,Travel_Rarely,176.0,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3.0,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5.0,0,0,3
1745,Marketta Candelaria,,No,Travel_Frequently,1312.0,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1.0,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9.0,7,0,7
1746,Ferdinand Ramsdell,24.0,No,Travel_Frequently,897.0,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4.0,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2.0,2,2,1
1747,Otto Reilly,30.0,Yes,Travel_Frequently,600.0,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4.0,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4.0,2,1,2
1749,Timmy Kitchens,31.0,No,Travel_Rarely,1003.0,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3.0,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5.0,2,0,2
1751,Rene Morel,27.0,No,Travel_Rarely,1054.0,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4.0,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6.0,2,1,4
1752,Kassie Akers,29.0,Yes,Travel_Rarely,428.0,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2.0,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,,2,2,2
1753,Jeremy Belew,,No,Travel_Frequently,461.0,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3.0,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3.0,2,0,2
1754,Nella Mckeown,30.0,No,Travel_Rarely,979.0,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1.0,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7.0,7,1,7
1755,Derrick Culbreth,34.0,No,Travel_Rarely,181.0,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4.0,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5.0,0,1,2
1756,Elsy Beyer,33.0,No,Non-Travel,1283.0,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2.0,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11.0,7,1,7
1757,Kirstie Macey,49.0,No,Travel_Rarely,1313.0,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4.0,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5.0,1,0,4
1758,Heriberto Starkey,33.0,Yes,Travel_Rarely,211.0,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1.0,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0.0,0,0,0
1760,Sherryl Raker,38.0,No,Travel_Frequently,594.0,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2.0,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6.0,1,0,5
1761,Dion Taylor,31.0,Yes,Travel_Rarely,1079.0,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3.0,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1.0,0,0,0
1762,Kenton Villalta,29.0,No,Travel_Rarely,590.0,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1.0,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1.0,0,0,0
1763,Johnie Centers,,No,Travel_Rarely,305.0,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3.0,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7.0,0,1,7
1764,Vasiliki Thoman,32.0,No,Non-Travel,953.0,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2.0,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7.0,7,0,7
1766,Desirae Ginn,38.0,No,Travel_Rarely,833.0,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4.0,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1.0,0,1,0
1767,Elroy Kimbler,43.0,Yes,Travel_Frequently,807.0,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3.0,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1.0,0,0,0
1768,Cayla Mealy,42.0,No,Travel_Rarely,855.0,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2.0,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5.0,3,0,4
1770,Jillian Harry,55.0,No,Travel_Rarely,478.0,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1.0,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1.0,0,0,0
1771,Tammy Staples,33.0,No,Non-Travel,775.0,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2.0,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9.0,8,1,7
1772,Rob Spier,41.0,No,Travel_Rarely,548.0,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5.0,3,0,4
1774,Brande Sevier,34.0,No,Non-Travel,1375.0,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3.0,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15.0,14,0,7
1775,Jody Slavens,53.0,No,Non-Travel,,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3.0,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3.0,2,0,2
1778,Emile Aponte,43.0,No,Travel_Rarely,,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9.0,7,1,8
1779,Birdie Savoy,34.0,No,Travel_Rarely,511.0,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4.0,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2.0,2,2,2
1780,Jackie Sachs,21.0,Yes,Travel_Rarely,,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2.0,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1.0,0,1,0
1782,Abbey Schindler,38.0,No,Travel_Rarely,1153.0,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3.0,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5.0,4,0,4
